filename,post_slug,section,query_num,query,google_url
"abathemubu-lineage-the-rise-of-madiba.webp","abathemubu-lineage","The rise of Madiba and the house of Thembu",5,"AbaThembu Lineage South Africa Africa","https://www.google.com/search?tbm=isch&q=AbaThembu%20Lineage%20South%20Africa%20Africa"
"ai-tools-building-apps-2026-intro.webp","ai-tools-building-apps-2026","Who this is for",1,"developer laptop workspace ai coding tools","https://www.google.com/search?tbm=isch&q=developer%20laptop%20workspace%20ai%20coding%20tools"
"ai-tools-building-apps-2026-intro.webp","ai-tools-building-apps-2026","Who this is for",2,"Who this is for AI Tools for Building Apps in 2026","https://www.google.com/search?tbm=isch&q=Who%20this%20is%20for%20AI%20Tools%20for%20Building%20Apps%20in%202026"
"ai-tools-building-apps-2026-layers.webp","ai-tools-building-apps-2026","The three layers (quick mental model)",1,"software architecture diagram workflow layers","https://www.google.com/search?tbm=isch&q=software%20architecture%20diagram%20workflow%20layers"
"ai-tools-building-apps-2026-layers.webp","ai-tools-building-apps-2026","The three layers (quick mental model)",2,"The three layers (quick mental model) AI Tools for Building Apps in 2026","https://www.google.com/search?tbm=isch&q=The%20three%20layers%20%28quick%20mental%20model%29%20AI%20Tools%20for%20Building%20Apps%20in%202026"
"ai-tools-building-apps-2026-founders.webp","ai-tools-building-apps-2026","Cursor",1,"startup founder developer choosing tools","https://www.google.com/search?tbm=isch&q=startup%20founder%20developer%20choosing%20tools"
"ai-tools-building-apps-2026-founders.webp","ai-tools-building-apps-2026","Cursor",2,"Cursor AI Tools for Building Apps in 2026","https://www.google.com/search?tbm=isch&q=Cursor%20AI%20Tools%20for%20Building%20Apps%20in%202026"
"ai-tools-building-apps-2026-security.webp","ai-tools-building-apps-2026","Security and IP",1,"secure coding branch protection developer security","https://www.google.com/search?tbm=isch&q=secure%20coding%20branch%20protection%20developer%20security"
"ai-tools-building-apps-2026-security.webp","ai-tools-building-apps-2026","Security and IP",2,"Security and IP AI Tools for Building Apps in 2026","https://www.google.com/search?tbm=isch&q=Security%20and%20IP%20AI%20Tools%20for%20Building%20Apps%20in%202026"
"ai-vibe-coding-agents-2026-thread.webp","ai-vibe-coding-agents-2026","Thread",1,"thread ai vibe coding agents 2026","https://www.google.com/search?tbm=isch&q=thread%20ai%20vibe%20coding%20agents%202026"
"ai-vibe-coding-agents-2026-sources-for-your-own.webp","ai-vibe-coding-agents-2026","Sources (for your own verification)",1,"sources (for your own verification) ai vibe coding agents 2026","https://www.google.com/search?tbm=isch&q=sources%20%28for%20your%20own%20verification%29%20ai%20vibe%20coding%20agents%202026"
"ai-vibe-coding-agents-2026-optional-short-prd-first.webp","ai-vibe-coding-agents-2026","Optional: Short “PRD first” tweet you can pin or add",1,"optional: short “prd first” tweet you can pin or add ai vibe coding agents 2026","https://www.google.com/search?tbm=isch&q=optional%3A%20short%20%E2%80%9Cprd%20first%E2%80%9D%20tweet%20you%20can%20pin%20or%20add%20ai%20vibe%20coding%20agents%202026"
"build-ai-agents-libraries-2026-1-codefirst-powerhouses-full.webp","build-ai-agents-libraries-2026","1. Code-first powerhouses (full control and production)",1,"1. code-first powerhouses (full control and production) build ai agents libraries 2026","https://www.google.com/search?tbm=isch&q=1.%20code-first%20powerhouses%20%28full%20control%20and%20production%29%20build%20ai%20agents%20libraries%202026"
"build-ai-agents-libraries-2026-2-visual-lowcode-builders.webp","build-ai-agents-libraries-2026","2. Visual / low-code builders (MVPs and hybrid teams)",1,"2. visual / low-code builders (mvps and hybrid teams) build ai agents libraries 2026","https://www.google.com/search?tbm=isch&q=2.%20visual%20/%20low-code%20builders%20%28mvps%20and%20hybrid%20teams%29%20build%20ai%20agents%20libraries%202026"
"build-ai-agents-libraries-2026-3-quick-2026-action.webp","build-ai-agents-libraries-2026","3. Quick 2026 action plan for SA devs",1,"3. quick 2026 action plan for sa devs build ai agents libraries 2026","https://www.google.com/search?tbm=isch&q=3.%20quick%202026%20action%20plan%20for%20sa%20devs%20build%20ai%20agents%20libraries%202026"
"building-for-impact-the-digital-divide-is.webp","building-for-impact","The Digital Divide is Real",1,"The Digital Divide is Real South Africa African heritage","https://www.google.com/search?tbm=isch&q=The%20Digital%20Divide%20is%20Real%20South%20Africa%20African%20heritage"
"building-for-impact-the-digital-divide-is.webp","building-for-impact","The Digital Divide is Real",2,"Building Software for Social Impact South Africa Africa","https://www.google.com/search?tbm=isch&q=Building%20Software%20for%20Social%20Impact%20South%20Africa%20Africa"
"building-for-impact-technology-as-a-bridge.webp","building-for-impact","Technology as a Bridge",1,"Technology as a Bridge South Africa African heritage","https://www.google.com/search?tbm=isch&q=Technology%20as%20a%20Bridge%20South%20Africa%20African%20heritage"
"building-for-impact-technology-as-a-bridge.webp","building-for-impact","Technology as a Bridge",2,"Building Software for Social Impact South Africa Africa","https://www.google.com/search?tbm=isch&q=Building%20Software%20for%20Social%20Impact%20South%20Africa%20Africa"
"building-for-impact-building-with-purpose.webp","building-for-impact","Building with Purpose",1,"Building with Purpose South Africa African heritage","https://www.google.com/search?tbm=isch&q=Building%20with%20Purpose%20South%20Africa%20African%20heritage"
"building-for-impact-building-with-purpose.webp","building-for-impact","Building with Purpose",2,"Building Software for Social Impact South Africa Africa","https://www.google.com/search?tbm=isch&q=Building%20Software%20for%20Social%20Impact%20South%20Africa%20Africa"
"building-for-impact-looking-forward.webp","building-for-impact","Looking Forward",1,"Looking Forward South Africa African heritage","https://www.google.com/search?tbm=isch&q=Looking%20Forward%20South%20Africa%20African%20heritage"
"building-for-impact-looking-forward.webp","building-for-impact","Looking Forward",2,"Building Software for Social Impact South Africa Africa","https://www.google.com/search?tbm=isch&q=Building%20Software%20for%20Social%20Impact%20South%20Africa%20Africa"
"bulhoek-massacre-hospital-list-the-recorded-names.webp","bulhoek-massacre-hospital-list","The recorded names",1,"Bulhoek massacre South Africa 1921 history","https://www.google.com/search?tbm=isch&q=Bulhoek%20massacre%20South%20Africa%201921%20history"
"bulhoek-massacre-hospital-list-the-recorded-names.webp","bulhoek-massacre-hospital-list","The recorded names",2,"The recorded names South Africa African heritage","https://www.google.com/search?tbm=isch&q=The%20recorded%20names%20South%20Africa%20African%20heritage"
"bulhoek-massacre-hospital-list-the-recorded-names.webp","bulhoek-massacre-hospital-list","The recorded names",3,"Names from the Bulhoek Massacre: A Hospital List I Was Never Supposed to Find South Africa Africa","https://www.google.com/search?tbm=isch&q=Names%20from%20the%20Bulhoek%20Massacre%3A%20A%20Hospital%20List%20I%20Was%20Never%20Supposed%20to%20Find%20South%20Africa%20Africa"
"bulhoek-massacre-hospital-list-source.webp","bulhoek-massacre-hospital-list","Source",1,"Bulhoek massacre South Africa 1921 history","https://www.google.com/search?tbm=isch&q=Bulhoek%20massacre%20South%20Africa%201921%20history"
"bulhoek-massacre-hospital-list-source.webp","bulhoek-massacre-hospital-list","Source",2,"Source South Africa African heritage","https://www.google.com/search?tbm=isch&q=Source%20South%20Africa%20African%20heritage"
"bulhoek-massacre-hospital-list-source.webp","bulhoek-massacre-hospital-list","Source",3,"Names from the Bulhoek Massacre: A Hospital List I Was Never Supposed to Find South Africa Africa","https://www.google.com/search?tbm=isch&q=Names%20from%20the%20Bulhoek%20Massacre%3A%20A%20Hospital%20List%20I%20Was%20Never%20Supposed%20to%20Find%20South%20Africa%20Africa"
"client-websites-v0-workflow-what-you-need-from.webp","client-websites-v0-workflow","What you need from the client (and what to do if you don’t have it)",1,"what you need from the client (and what to do if you don’t have it) client websites v0 workflow","https://www.google.com/search?tbm=isch&q=what%20you%20need%20from%20the%20client%20%28and%20what%20to%20do%20if%20you%20don%E2%80%99t%20have%20it%29%20client%20websites%20v0%20workflow"
"client-websites-v0-workflow-step-1-generate-the.webp","client-websites-v0-workflow","Step 1: Generate the v0 prompt with the Agent.ai agent",1,"step 1: generate the v0 prompt with the agent.ai agent client websites v0 workflow","https://www.google.com/search?tbm=isch&q=step%201%3A%20generate%20the%20v0%20prompt%20with%20the%20agent.ai%20agent%20client%20websites%20v0%20workflow"
"client-websites-v0-workflow-step-2-paste-into.webp","client-websites-v0-workflow","Step 2: Paste into v0.dev and generate",1,"step 2: paste into v0.dev and generate client websites v0 workflow","https://www.google.com/search?tbm=isch&q=step%202%3A%20paste%20into%20v0.dev%20and%20generate%20client%20websites%20v0%20workflow"
"client-websites-v0-workflow-step-3-custom-domain.webp","client-websites-v0-workflow","Step 3: Custom domain and deploy",1,"step 3: custom domain and deploy client websites v0 workflow","https://www.google.com/search?tbm=isch&q=step%203%3A%20custom%20domain%20and%20deploy%20client%20websites%20v0%20workflow"
"client-websites-v0-workflow-why-this-works.webp","client-websites-v0-workflow","Why this works",1,"why this works client websites v0 workflow","https://www.google.com/search?tbm=isch&q=why%20this%20works%20client%20websites%20v0%20workflow"
"cloud-architecture-lessons-start-simple-scale-intentionally.webp","cloud-architecture-lessons","Start Simple, Scale Intentionally",1,"start simple, scale intentionally cloud architecture lessons","https://www.google.com/search?tbm=isch&q=start%20simple%2C%20scale%20intentionally%20cloud%20architecture%20lessons"
"cloud-architecture-lessons-the-cost-of-complexity.webp","cloud-architecture-lessons","The Cost of Complexity",1,"the cost of complexity cloud architecture lessons","https://www.google.com/search?tbm=isch&q=the%20cost%20of%20complexity%20cloud%20architecture%20lessons"
"cloud-architecture-lessons-serverless-is-not-always.webp","cloud-architecture-lessons","Serverless is Not Always the Answer",1,"serverless is not always the answer cloud architecture lessons","https://www.google.com/search?tbm=isch&q=serverless%20is%20not%20always%20the%20answer%20cloud%20architecture%20lessons"
"cloud-architecture-lessons-database-design-matters-more.webp","cloud-architecture-lessons","Database Design Matters More Than You Think",1,"database design matters more than you think cloud architecture lessons","https://www.google.com/search?tbm=isch&q=database%20design%20matters%20more%20than%20you%20think%20cloud%20architecture%20lessons"
"cloud-architecture-lessons-observability-from-day-one.webp","cloud-architecture-lessons","Observability from Day One",1,"observability from day one cloud architecture lessons","https://www.google.com/search?tbm=isch&q=observability%20from%20day%20one%20cloud%20architecture%20lessons"
"declarative-apps-functional-javascript-what-is-declarative-programming.webp","declarative-apps-functional-javascript","What is declarative programming?",1,"what is declarative programming? declarative apps functional javascript","https://www.google.com/search?tbm=isch&q=what%20is%20declarative%20programming%3F%20declarative%20apps%20functional%20javascript"
"declarative-apps-functional-javascript-lets-simplify-it-further.webp","declarative-apps-functional-javascript","Let’s simplify it further",1,"let’s simplify it further declarative apps functional javascript","https://www.google.com/search?tbm=isch&q=let%E2%80%99s%20simplify%20it%20further%20declarative%20apps%20functional%20javascript"
"declarative-apps-functional-javascript-if-we-only-declare.webp","declarative-apps-functional-javascript","If we only declare the output, how does the machine know the steps?",1,"if we only declare the output, how does the machine know the steps? declarative apps functional javascript","https://www.google.com/search?tbm=isch&q=if%20we%20only%20declare%20the%20output%2C%20how%20does%20the%20machine%20know%20the%20steps%3F%20declarative%20apps%20functional%20javascript"
"declarative-apps-functional-javascript-examples-html-css-sql.webp","declarative-apps-functional-javascript","Examples: HTML, CSS, SQL",1,"examples: html, css, sql declarative apps functional javascript","https://www.google.com/search?tbm=isch&q=examples%3A%20html%2C%20css%2C%20sql%20declarative%20apps%20functional%20javascript"
"declarative-apps-functional-javascript-declarative-programming-and-abstraction.webp","declarative-apps-functional-javascript","Declarative programming and abstraction",1,"declarative programming and abstraction declarative apps functional javascript","https://www.google.com/search?tbm=isch&q=declarative%20programming%20and%20abstraction%20declarative%20apps%20functional%20javascript"
"designing-for-stage-six-resilience-assume-the-network-is.webp","designing-for-stage-six-resilience","Assume the network is hostile",1,"assume the network is hostile designing for stage six resilience","https://www.google.com/search?tbm=isch&q=assume%20the%20network%20is%20hostile%20designing%20for%20stage%20six%20resilience"
"designing-for-stage-six-resilience-cache-what-keeps-people.webp","designing-for-stage-six-resilience","Cache what keeps people moving",1,"cache what keeps people moving designing for stage six resilience","https://www.google.com/search?tbm=isch&q=cache%20what%20keeps%20people%20moving%20designing%20for%20stage%20six%20resilience"
"designing-for-stage-six-resilience-webhooks-and-background-jobs.webp","designing-for-stage-six-resilience","Webhooks and background jobs: plan for the gap",1,"webhooks and background jobs: plan for the gap designing for stage six resilience","https://www.google.com/search?tbm=isch&q=webhooks%20and%20background%20jobs%3A%20plan%20for%20the%20gap%20designing%20for%20stage%20six%20resilience"
"designing-for-stage-six-resilience-test-like-you-live.webp","designing-for-stage-six-resilience","Test like you live here",1,"test like you live here designing for stage six resilience","https://www.google.com/search?tbm=isch&q=test%20like%20you%20live%20here%20designing%20for%20stage%20six%20resilience"
"designing-for-stage-six-resilience-the-point.webp","designing-for-stage-six-resilience","The point",1,"the point designing for stage six resilience","https://www.google.com/search?tbm=isch&q=the%20point%20designing%20for%20stage%20six%20resilience"
"gatsby-react-performance-journey-tree-shaking.webp","gatsby-react-performance-journey","Tree shaking",1,"tree shaking gatsby react performance journey","https://www.google.com/search?tbm=isch&q=tree%20shaking%20gatsby%20react%20performance%20journey"
"hosting-platforms-guide-2026-layer-1-devfriendly-hosting.webp","hosting-platforms-guide-2026","Layer 1: Dev-Friendly Hosting Platforms",1,"layer 1: dev-friendly hosting platforms hosting platforms guide 2026","https://www.google.com/search?tbm=isch&q=layer%201%3A%20dev-friendly%20hosting%20platforms%20hosting%20platforms%20guide%202026"
"hosting-platforms-guide-2026-layer-2-the-big.webp","hosting-platforms-guide-2026","Layer 2: The Big Clouds (Enterprise Platforms)",1,"layer 2: the big clouds (enterprise platforms) hosting platforms guide 2026","https://www.google.com/search?tbm=isch&q=layer%202%3A%20the%20big%20clouds%20%28enterprise%20platforms%29%20hosting%20platforms%20guide%202026"
"hosting-platforms-guide-2026-so-which-one-should.webp","hosting-platforms-guide-2026","So… Which One Should You Pick?",1,"so… which one should you pick? hosting platforms guide 2026","https://www.google.com/search?tbm=isch&q=so%E2%80%A6%20which%20one%20should%20you%20pick%3F%20hosting%20platforms%20guide%202026"
"hosting-platforms-guide-2026-bonus-idea-cloudflare-next.webp","hosting-platforms-guide-2026","Bonus Idea: Cloudflare (Next Post)",1,"bonus idea: cloudflare (next post) hosting platforms guide 2026","https://www.google.com/search?tbm=isch&q=bonus%20idea%3A%20cloudflare%20%28next%20post%29%20hosting%20platforms%20guide%202026"
"how-to-build-high-converting-landing-page-goal.webp","how-to-build-high-converting-landing-page","Start with one goal",1,"landing page hero cta conversion focused","https://www.google.com/search?tbm=isch&q=landing%20page%20hero%20cta%20conversion%20focused"
"how-to-build-high-converting-landing-page-goal.webp","how-to-build-high-converting-landing-page","Start with one goal",2,"Start with one goal How to Build a High-Converting Landing Page","https://www.google.com/search?tbm=isch&q=Start%20with%20one%20goal%20How%20to%20Build%20a%20High-Converting%20Landing%20Page"
"how-to-build-high-converting-landing-page-structure.webp","how-to-build-high-converting-landing-page","Page structure",1,"landing page wireframe ux structure","https://www.google.com/search?tbm=isch&q=landing%20page%20wireframe%20ux%20structure"
"how-to-build-high-converting-landing-page-structure.webp","how-to-build-high-converting-landing-page","Page structure",2,"Page structure How to Build a High-Converting Landing Page","https://www.google.com/search?tbm=isch&q=Page%20structure%20How%20to%20Build%20a%20High-Converting%20Landing%20Page"
"how-to-build-high-converting-landing-page-stack.webp","how-to-build-high-converting-landing-page","Stack choice",1,"full stack web development laptop server","https://www.google.com/search?tbm=isch&q=full%20stack%20web%20development%20laptop%20server"
"how-to-build-high-converting-landing-page-stack.webp","how-to-build-high-converting-landing-page","Stack choice",2,"Stack choice How to Build a High-Converting Landing Page","https://www.google.com/search?tbm=isch&q=Stack%20choice%20How%20to%20Build%20a%20High-Converting%20Landing%20Page"
"how-to-build-high-converting-landing-page-performance.webp","how-to-build-high-converting-landing-page","Performance and images",1,"mobile page speed webp optimization","https://www.google.com/search?tbm=isch&q=mobile%20page%20speed%20webp%20optimization"
"how-to-build-high-converting-landing-page-performance.webp","how-to-build-high-converting-landing-page","Performance and images",2,"Performance and images How to Build a High-Converting Landing Page","https://www.google.com/search?tbm=isch&q=Performance%20and%20images%20How%20to%20Build%20a%20High-Converting%20Landing%20Page"
"learn-react-before-cursor-1-the-react-baseline.webp","learn-react-before-cursor","1. The React Baseline: Why Fundamentals Still Matter",1,"1. the react baseline: why fundamentals still matter learn react before cursor","https://www.google.com/search?tbm=isch&q=1.%20the%20react%20baseline%3A%20why%20fundamentals%20still%20matter%20learn%20react%20before%20cursor"
"learn-react-before-cursor-2-when-to-add.webp","learn-react-before-cursor","2. When to Add Cursor to Your Workflow",1,"2. when to add cursor to your workflow learn react before cursor","https://www.google.com/search?tbm=isch&q=2.%20when%20to%20add%20cursor%20to%20your%20workflow%20learn%20react%20before%20cursor"
"learn-react-before-cursor-3-the-tutor-strategy.webp","learn-react-before-cursor","3. The ""Tutor"" Strategy (Introducing AI Earlier)",1,"3. the ""tutor"" strategy (introducing ai earlier) learn react before cursor","https://www.google.com/search?tbm=isch&q=3.%20the%20%22tutor%22%20strategy%20%28introducing%20ai%20earlier%29%20learn%20react%20before%20cursor"
"learn-react-before-cursor-the-verdict-accelerator-vs.webp","learn-react-before-cursor","The Verdict: Accelerator vs. Driver",1,"the verdict: accelerator vs. driver learn react before cursor","https://www.google.com/search?tbm=isch&q=the%20verdict%3A%20accelerator%20vs.%20driver%20learn%20react%20before%20cursor"
"llm-tone-local-accents-fluency-is-not-only.webp","llm-tone-local-accents","Fluency is not only vocabulary",1,"Fluency is not only vocabulary South Africa African heritage","https://www.google.com/search?tbm=isch&q=Fluency%20is%20not%20only%20vocabulary%20South%20Africa%20African%20heritage"
"llm-tone-local-accents-fluency-is-not-only.webp","llm-tone-local-accents","Fluency is not only vocabulary",2,"Why Your LLM Still Sounds Like a Sandton Consultant South Africa Africa","https://www.google.com/search?tbm=isch&q=Why%20Your%20LLM%20Still%20Sounds%20Like%20a%20Sandton%20Consultant%20South%20Africa%20Africa"
"llm-tone-local-accents-the-professional-trap.webp","llm-tone-local-accents","The “professional” trap",1,"The “professional” trap South Africa African heritage","https://www.google.com/search?tbm=isch&q=The%20%E2%80%9Cprofessional%E2%80%9D%20trap%20South%20Africa%20African%20heritage"
"llm-tone-local-accents-the-professional-trap.webp","llm-tone-local-accents","The “professional” trap",2,"Why Your LLM Still Sounds Like a Sandton Consultant South Africa Africa","https://www.google.com/search?tbm=isch&q=Why%20Your%20LLM%20Still%20Sounds%20Like%20a%20Sandton%20Consultant%20South%20Africa%20Africa"
"llm-tone-local-accents-what-actually-moves-the.webp","llm-tone-local-accents","What actually moves the needle",1,"What actually moves the needle South Africa African heritage","https://www.google.com/search?tbm=isch&q=What%20actually%20moves%20the%20needle%20South%20Africa%20African%20heritage"
"llm-tone-local-accents-what-actually-moves-the.webp","llm-tone-local-accents","What actually moves the needle",2,"Why Your LLM Still Sounds Like a Sandton Consultant South Africa Africa","https://www.google.com/search?tbm=isch&q=Why%20Your%20LLM%20Still%20Sounds%20Like%20a%20Sandton%20Consultant%20South%20Africa%20Africa"
"llm-tone-local-accents-why-this-matters-for.webp","llm-tone-local-accents","Why this matters for builders here",1,"Why this matters for builders here South Africa African heritage","https://www.google.com/search?tbm=isch&q=Why%20this%20matters%20for%20builders%20here%20South%20Africa%20African%20heritage"
"llm-tone-local-accents-why-this-matters-for.webp","llm-tone-local-accents","Why this matters for builders here",2,"Why Your LLM Still Sounds Like a Sandton Consultant South Africa Africa","https://www.google.com/search?tbm=isch&q=Why%20Your%20LLM%20Still%20Sounds%20Like%20a%20Sandton%20Consultant%20South%20Africa%20Africa"
"memory-sensory-replay-and-thought-what-we-can-reconstruct.webp","memory-sensory-replay-and-thought","What we can reconstruct depends on what we have",1,"what we can reconstruct depends on what we have memory sensory replay and thought","https://www.google.com/search?tbm=isch&q=what%20we%20can%20reconstruct%20depends%20on%20what%20we%20have%20memory%20sensory%20replay%20and%20thought"
"memory-sensory-replay-and-thought-dreams-widen-the-band.webp","memory-sensory-replay-and-thought","Dreams widen the band for a while",1,"dreams widen the band for a while memory sensory replay and thought","https://www.google.com/search?tbm=isch&q=dreams%20widen%20the%20band%20for%20a%20while%20memory%20sensory%20replay%20and%20thought"
"memory-sensory-replay-and-thought-thought-as-movement-through.webp","memory-sensory-replay-and-thought","Thought as movement through stored sensation",1,"thought as movement through stored sensation memory sensory replay and thought","https://www.google.com/search?tbm=isch&q=thought%20as%20movement%20through%20stored%20sensation%20memory%20sensory%20replay%20and%20thought"
"microservices-architecture-explained-diagram.webp","microservices-architecture-explained","What are microservices",1,"microservices api diagram distributed system","https://www.google.com/search?tbm=isch&q=microservices%20api%20diagram%20distributed%20system"
"microservices-architecture-explained-diagram.webp","microservices-architecture-explained","What are microservices",2,"What are microservices Microservices Architecture Explained for Beginners","https://www.google.com/search?tbm=isch&q=What%20are%20microservices%20Microservices%20Architecture%20Explained%20for%20Beginners"
"microservices-architecture-explained-monolith.webp","microservices-architecture-explained","Monolith vs microservices",1,"monolith microservices comparison whiteboard","https://www.google.com/search?tbm=isch&q=monolith%20microservices%20comparison%20whiteboard"
"microservices-architecture-explained-monolith.webp","microservices-architecture-explained","Monolith vs microservices",2,"Monolith vs microservices Microservices Architecture Explained for Beginners","https://www.google.com/search?tbm=isch&q=Monolith%20vs%20microservices%20Microservices%20Architecture%20Explained%20for%20Beginners"
"microservices-architecture-explained-tracing.webp","microservices-architecture-explained","Observability and tracing",1,"distributed tracing dashboard observability","https://www.google.com/search?tbm=isch&q=distributed%20tracing%20dashboard%20observability"
"microservices-architecture-explained-tracing.webp","microservices-architecture-explained","Observability and tracing",2,"Observability and tracing Microservices Architecture Explained for Beginners","https://www.google.com/search?tbm=isch&q=Observability%20and%20tracing%20Microservices%20Architecture%20Explained%20for%20Beginners"
"microservices-architecture-explained-modular.webp","microservices-architecture-explained","Modular monolith first",1,"modular monolith codebase folder structure","https://www.google.com/search?tbm=isch&q=modular%20monolith%20codebase%20folder%20structure"
"microservices-architecture-explained-modular.webp","microservices-architecture-explained","Modular monolith first",2,"Modular monolith first Microservices Architecture Explained for Beginners","https://www.google.com/search?tbm=isch&q=Modular%20monolith%20first%20Microservices%20Architecture%20Explained%20for%20Beginners"
